UF;IBGE;NOME_MUNICIPIO;ENTIDADE;Adesão
RS;430810;FELIZ;;Não
PR;410770;FENIX;SECRETARIA MUNICIPAL DE SAUDE DE FENIX/PR;Sim
PR;410770;FÊNIX;;Não
PR;410773;FERNANDES PINHEIRO;SECRETARIA MUNICIPAL DE SAUDE DE FERNANDES PINHEIRO/PR;Sim
PR;410773;FERNANDES PINHEIRO;;Não
PR;410775;FIGUEIRA;SECRETARIA MUNICIPAL DE SAUDE DE FIGUEIRA/PR;Sim
PR;410775;FIGUEIRA;;Não
PR;410785;FLOR DA SERRA DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE FLOR DA SERRA DO SUL/PR;Sim
PR;410785;FLOR DA SERRA DO SUL;;Não
SC;420535;FLOR DO SERTAO;SECRETARIA MUNICIPAL DE SAUDE DE FLOR DO SERTAO/SC;Sim
SC;420535;FLOR DO SERTÃO;;Não
PR;410780;FLORAÍ;;Não
RS;430820;FLORES DA CUNHA;SECRETARIA MUNICIPAL DE SAUDE DE FLORES DA CUNHA/RS;Sim
RS;430820;FLORES DA CUNHA;;Não
PR;410790;FLORESTA;;Não
PR;410800;FLORESTOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE FLORESTOPOLIS/PR;Sim
PR;410800;FLORESTÓPOLIS;;Não
RS;430825;FLORIANO PEIXOTO;SECRETARIA MUNICIPAL DE SAUDE DE FLORIANO PEIXOTO/RS;Sim
RS;430825;FLORIANO PEIXOTO;;Não
SC;420540;FLORIANOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE FLORIANOPOLIS/SC;Sim
SC;420540;FLORIANÓPOLIS;;Não
PR;410810;FLÓRIDA;;Não
RS;430830;FONTOURA XAVIER;SECRETARIA MUNICIPAL DE SAUDE DE FONTOURA XAVIER/RS;Sim
RS;430830;FONTOURA XAVIER;;Não
RS;430840;FORMIGUEIRO;SECRETARIA MUNICIPAL DE SAUDE DE FORMIGUEIRO/RS;Sim
RS;430840;FORMIGUEIRO;;Não
PR;410820;FORMOSA DO OESTE;SECRETARIA MUNICIPAL DE SAUDE DE FORMOSA DO OESTE/PR;Sim
PR;410820;FORMOSA DO OESTE;;Não
SC;420543;FORMOSA DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE FORMOSA DO SUL/SC;Sim
SC;420543;FORMOSA DO SUL;;Não
RS;430843;FORQUETINHA;;Não
SC;420545;FORQUILHINHA;SECRETARIA MUNICIPAL DE SAUDE DE FORQUILHINHA/SC;Sim
SC;420545;FORQUILHINHA;;Não
RS;430845;FORTALEZA DOS VALOS;SECRETARIA MUNICIPAL DE SAUDE DE FORTALEZA DOS VALOS/RS;Sim
RS;430845;FORTALEZA DOS VALOS;;Não
PR;410830;FOZ DO IGUACU;SECRETARIA MUNICIPAL DE SAUDE DE FOZ DO IGUACU/PR;Sim
PR;410830;FOZ DO IGUAÇU;;Não
PR;410845;FOZ DO JORDAO;SECRETARIA MUNICIPAL DE SAUDE DE FOZ DO JORDAO/PR;Sim
PR;410845;FOZ DO JORDÃO;;Não
SC;420550;FRAIBURGO;SECRETARIA MUNICIPAL DE SAUDE DE FRAIBURGO/SC;Sim
SC;420550;FRAIBURGO;;Não
PR;410832;FRANCISCO ALVES;SECRETARIA MUNICIPAL DE SAUDE DE FRANCISCO ALVES/PR;Sim
PR;410832;FRANCISCO ALVES;;Não
PR;410840;FRANCISCO BELTRAO;SECRETARIA MUNICIPAL DE SAUDE DE FRANCISCO BELTRAO/PR;Sim
PR;410840;FRANCISCO BELTRÃO;;Não
RS;430850;FREDERICO WESTPHALEN;SECRETARIA MUNICIPAL DE SAUDE DE FREDERICO WESTPHALEN/RS;Sim
RS;430850;FREDERICO WESTPHALEN;;Não
SC;420555;FREI ROGERIO;SECRETARIA MUNICIPAL DE SAUDE DE FREI ROGERIO/SC;Sim
SC;420555;FREI ROGÉRIO;;Não
SC;420560;GALVAO;SECRETARIA MUNICIPAL DE SAUDE DE GALVAO/SC;Sim
SC;420560;GALVÃO;;Não
RS;430860;GARIBALDI;SECRETARIA MUNICIPAL DE SAUDE DE GARIBALDI/RS;Sim
RS;430860;GARIBALDI;;Não
SC;420570;GAROPABA;SECRETARIA MUNICIPAL DE SAUDE DE GAROPABA/SC;Sim
SC;420570;GAROPABA;;Não
RS;430865;GARRUCHOS;SECRETARIA MUNICIPAL DE SAUDE DE GARRUCHOS/RS;Sim
RS;430865;GARRUCHOS;;Não
SC;420580;GARUVA;SECRETARIA MUNICIPAL DE SAUDE DE GARUVA/SC;Sim
SC;420580;GARUVA;;Não
SC;420590;GASPAR;SECRETARIA MUNICIPAL DE SAUDE DE GASPAR/SC;Sim
SC;420590;GASPAR;;Não
RS;430870;GAURAMA;SECRETARIA MUNICIPAL DE SAUDE DE GAURAMA/RS;Sim
RS;430870;GAURAMA;;Não
RS;430880;GENERAL CAMARA;SECRETARIA MUNICIPAL DE SAUDE DE GENERAL CAMARA/RS;Sim
RS;430880;GENERAL CÂMARA;;Não
PR;410850;GENERAL CARNEIRO;SECRETARIA MUNICIPAL DE SAUDE DE GENERAL CARNEIRO/PR;Sim
PR;410850;GENERAL CARNEIRO;;Não
RS;430885;GENTIL;SECRETARIA MUNICIPAL DE SAUDE DE GENTIL/RS;Sim
RS;430885;GENTIL;;Não
RS;430890;GETULIO VARGAS;SECRETARIA MUNICIPAL DE SAUDE DE GETULIO VARGAS/RS ;Sim
RS;430890;GETÚLIO VARGAS;;Não
RS;430900;GIRUA;SECRETARIA MUNICIPAL DE SAUDE DE GIRUA/RS;Sim
RS;430900;GIRUÁ;;Não
RS;430905;GLORINHA;SECRETARIA MUNICIPAL DE SAUDE DE GLORINHA/RS;Sim
RS;430905;GLORINHA;;Não
PR;410855;GODOY MOREIRA;SECRETARIA MUNICIPAL DE SAUDE DE GODOY MOREIRA/PR;Sim
PR;410855;GODOY MOREIRA;;Não
PR;410860;GOIOERE;SECRETARIA MUNICIPAL DE SAUDE DE GOIOERE/PR;Sim
PR;410860;GOIOERÊ;;Não
PR;410865;GOIOXIM;SECRETARIA MUNICIPAL DE SAUDE DE GOIOXIM/PR;Sim
PR;410865;GOIOXIM;;Não
SC;420600;GOVERNADOR CELSO RAMOS;SECRETARIA MUNICIPAL DE SAUDE DE GOVERNADOR CELSO RAMOS/SC;Sim
SC;420600;GOVERNADOR CELSO RAMOS;;Não
RS;430910;GRAMADO;SECRETARIA MUNICIPAL DE SAUDE DE GRAMADO/RS;Sim
RS;430910;GRAMADO;;Não
RS;430912;GRAMADO DOS LOUREIROS;SECRETARIA MUNICIPAL DE SAUDE DE GRAMADO DOS LOUREIROS/RS;Sim
RS;430912;GRAMADO DOS LOUREIROS;;Não
RS;430915;GRAMADO XAVIER;SECRETARIA MUNICIPAL DE SAUDE DE GRAMADO XAVIER/RS;Sim
RS;430915;GRAMADO XAVIER;;Não
PR;410870;GRANDES RIOS;SECRETARIA MUNICIPAL DE SAUDE DE GRANDES RIOS/PR;Sim
PR;410870;GRANDES RIOS;;Não
SC;420610;GRAO PARA;SECRETARIA MUNICIPAL DE SAUDE DE GRAO PARA/SC;Sim
SC;420610;GRÃO PARÁ;;Não
RS;430920;GRAVATAI;SECRETARIA MUNICIPAL DE SAUDE DE GRAVATAI/RS;Sim
RS;430920;GRAVATAÍ;;Não
SC;420620;GRAVATAL;SECRETARIA MUNICIPAL DE SAUDE DE GRAVATAL/SC;Sim
SC;420620;GRAVATAL;;Não
RS;430925;GUABIJU;SECRETARIA MUNICIPAL DE SAUDE DE GUABIJU/RS;Sim
RS;430925;GUABIJU;;Não
SC;420630;GUABIRUBA;SECRETARIA MUNICIPAL DE SAUDE DE GUABIRUBA/SC;Sim
SC;420630;GUABIRUBA;;Não
RS;430930;GUAIBA;SECRETARIA MUNICIPAL DE SAUDE DE GUAIBA/RS;Sim
RS;430930;GUAÍBA;;Não
PR;410880;GUAIRA;SECRETARIA MUNICIPAL DE SAUDE DE GUAIRA/PR;Sim
PR;410880;GUAÍRA;;Não
PR;410890;GUAIRACA;SECRETARIA MUNICIPAL DE SAUDE DE GUAIRACA/PR;Sim
PR;410890;GUAIRAÇÁ;;Não
PR;410895;GUAMIRANGA;SECRETARIA MUNICIPAL DE SAUDE DE GUAMIRANGA/PR;Sim
PR;410895;GUAMIRANGA;;Não
PR;410900;GUAPIRAMA;SECRETARIA MUNICIPAL DE SAUDE DE GUAPIRAMA/PR;Sim
PR;410900;GUAPIRAMA;;Não
RS;430940;GUAPORE;SECRETARIA MUNICIPAL DE SAUDE DE GUAPORE/RS;Sim
RS;430940;GUAPORÉ;;Não
PR;410910;GUAPOREMA;SECRETARIA MUNICIPAL DE SAUDE DE GUAPOREMA/PR;Sim
PR;410910;GUAPOREMA;;Não
PR;410920;GUARACI;SECRETARIA MUNICIPAL DE SAUDE DE GUARACI/PR;Sim
PR;410920;GUARACI;;Não
SC;420640;GUARACIABA;SECRETARIA MUNICIPAL DE SAUDE DE GUARACIABA/SC;Sim
SC;420640;GUARACIABA;;Não
SC;420650;GUARAMIRIM;SECRETARIA MUNICIPAL DE SAUDE DE GUARAMIRIM/SC;Sim
SC;420650;GUARAMIRIM;;Não
RS;430950;GUARANI DAS MISSOES;SECRETARIA MUNICIPAL DE SAUDE DE GUARANI DAS MISSOES/RS;Sim
RS;430950;GUARANI DAS MISSÕES;;Não
PR;410930;GUARANIACU;SECRETARIA MUNICIPAL DE SAUDE DE GUARANIACU/PR;Sim
PR;410930;GUARANIAÇU;;Não
PR;410940;GUARAPUAVA;SECRETARIA MUNICIPAL DE SAUDE DE GUARAPUAVA/PR;Sim
PR;410940;GUARAPUAVA;;Não
PR;410950;GUARAQUECABA;SECRETARIA MUNICIPAL DE SAUDE DE GUARAQUECABA/PR;Sim
PR;410950;GUARAQUEÇABA;;Não
PR;410960;GUARATUBA;SECRETARIA MUNICIPAL DE SAUDE DE GUARATUBA/PR;Sim
PR;410960;GUARATUBA;;Não
SC;420660;GUARUJA DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE GUARUJA DO SUL/SC;Sim
SC;420660;GUARUJÁ DO SUL;;Não
SC;420665;GUATAMBU;SECRETARIA MUNICIPAL DE SAUDE DE GUATAMBU/SC;Sim
SC;420665;GUATAMBÚ;;Não
RS;430955;HARMONIA;SECRETARIA MUNICIPAL DE SAUDE DE HARMONIA/RS;Sim
RS;430955;HARMONIA;;Não
RS;430710;HERVAL;SECRETARIA MUNICIPAL DE SAUDE DE HERVAL/RS;Sim
RS;430710;HERVAL;;Não
SC;420670;HERVAL D'OESTE;SECRETARIA MUNICIPAL DE SAUDE DE HERVAL DOESTE/SC;Sim
SC;420670;HERVAL D'OESTE;;Não
RS;430957;HERVEIRAS;SECRETARIA MUNICIPAL DE SAUDE DE HERVEIRAS/RS;Sim
RS;430957;HERVEIRAS;;Não
PR;410965;HONORIO SERPA;SECRETARIA MUNICIPAL DE SAUDE DE HONORIO SERPA/PR;Sim
PR;410965;HONÓRIO SERPA;;Não
RS;430960;HORIZONTINA;SECRETARIA MUNICIPAL DE SAUDE DE HORIZONTINA/RS;Sim
RS;430960;HORIZONTINA;;Não
RS;430965;HULHA NEGRA;SECRETARIA MUNICIPAL DE SAUDE HULHA NEGRA/RS;Sim
RS;430965;HULHA NEGRA;;Não
RS;430970;HUMAITA;SECRETARIA MUNICIPAL DE SAUDE DE HUMAITA/RS;Sim
RS;430970;HUMAITÁ;;Não
PR;410970;IBAITI;SECRETARIA MUNICIPAL DE SAUDE DE IBAITI/PR;Sim
PR;410970;IBAITI;;Não
RS;430975;IBARAMA;SECRETARIA MUNICIPAL DE SAUDE DE IBARAMA/RS;Sim
RS;430975;IBARAMA;;Não
PR;410975;IBEMA;SECRETARIA MUNICIPAL DE SAUDE DE IBEMA/PR;Sim
PR;410975;IBEMA;;Não
RS;430980;IBIACA;SECRETARIA MUNICIPAL DE SAUDE DE IBIACA/RS;Sim
RS;430980;IBIAÇÁ;;Não
SC;420675;IBIAM;SECRETARIA MUNICIPAL DE SAUDE DE IBIAM/SC;Sim
SC;420675;IBIAM;;Não
SC;420680;IBICARE;SECRETARIA MUNICIPAL DE SAUDE DE IBICARE/SC;Sim
SC;420680;IBICARÉ;;Não
PR;410980;IBIPORA;SECRETARIA MUNICIPAL DE SAUDE DE IBIPORA/PR;Sim
PR;410980;IBIPORÃ;;Não
RS;430990;IBIRAIARAS;SECRETARIA MUNICIPAL DE SAUDE DE IBIRAIARAS/RS;Sim
RS;430990;IBIRAIARAS;;Não
SC;420690;IBIRAMA;SECRETARIA MUNICIPAL DE SAUDE DE IBIRAMA/SC;Sim
SC;420690;IBIRAMA;;Não
RS;430995;IBIRAPUITA;SECRETARIA MUNICIPAL DE SAUDE DE IBIRAPUITA/RS;Sim
RS;430995;IBIRAPUITÃ;;Não
RS;431000;IBIRUBA;SECRETARIA MUNICIPAL DE SAUDE DE IBIRUBA/RS;Sim
RS;431000;IBIRUBÁ;;Não
SC;420700;ICARA;SECRETARIA MUNICIPAL DE SAUDE DE ICARA/SC;Sim
SC;420700;IÇARA;;Não
PR;410990;ICARAIMA;SECRETARIA MUNICIPAL DE SAUDE DE ICARAIMA/PR;Sim
PR;410990;ICARAÍMA;;Não
RS;431010;IGREJINHA;SECRETARIA MUNICIPAL DE SAUDE DE IGREJINHA/RS;Sim
RS;431010;IGREJINHA;;Não
PR;411000;IGUARAÇU;;Não
PR;411005;IGUATU;SECRETARIA MUNICIPAL DE SAUDE DE IGUATU/PR;Sim
PR;411005;IGUATU;;Não
RS;431020;IJUI;SECRETARIA MUNICIPAL DE SAUDE DE IJUI/RS;Sim
RS;431020;IJUÍ;;Não
SC;420710;ILHOTA;SECRETARIA MUNICIPAL DE SAUDE DE ILHOTA/SC;Sim
SC;420710;ILHOTA;;Não
RS;431030;ILOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE ILOPOLIS/RS;Sim
RS;431030;ILÓPOLIS;;Não
SC;420720;IMARUI;SECRETARIA MUNICIPAL DE SAUDE DE IMARUI/SC;Sim
SC;420720;IMARUÍ;;Não
PR;411007;IMBAU;SECRETARIA MUNICIPAL DE SAUDE DE IMBAU/PR;Sim
PR;411007;IMBAÚ;;Não
RS;431033;IMBE;SECRETARIA MUNICIPAL DE SAUDE DE IMBE/RS;Sim
RS;431033;IMBÉ;;Não
SC;420730;IMBITUBA;SECRETARIA MUNICIPAL DE SAUDE DE IMBITUBA/SC;Sim
SC;420730;IMBITUBA;;Não
PR;411010;IMBITUVA;SECRETARIA MUNICIPAL DE SAUDE DE IMBITUVA/PR;Sim
PR;411010;IMBITUVA;;Não
SC;420740;IMBUIA;SECRETARIA MUNICIPAL DE SAUDE DE IMBUIA/SC;Sim
SC;420740;IMBUIA;;Não
RS;431036;IMIGRANTE;SECRETARIA MUNICIPAL DE SAUDE DE IMIGRANTE/RS;Sim
RS;431036;IMIGRANTE;;Não
PR;411020;INACIO MARTINS;SECRETARIA MUNICIPAL DE SAUDE DE INACIO MARTINS/PR;Sim
PR;411020;INÁCIO MARTINS;;Não
PR;411030;INAJA;SECRETARIA MUNICIPAL DE SAUDE DE INAJA/PR;Sim
PR;411030;INAJÁ;;Não
SC;420750;INDAIAL;SECRETARIA MUNICIPAL DE SAUDE DE INDAIAL/SC;Sim
SC;420750;INDAIAL;;Não
RS;431040;INDEPENDENCIA;SECRETARIA MUNICIPAL DE SAUDE DE INDEPENDENCIA/RS;Sim
RS;431040;INDEPENDÊNCIA;;Não
PR;411040;INDIANOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE INDIANOPOLIS/PR;Sim
PR;411040;INDIANÓPOLIS;;Não
RS;431041;INHACORA;SECRETARIA MUNICIPAL DE SAUDE DE INHACORA/RS;Sim
RS;431041;INHACORÁ;;Não
SC;420757;IOMERE;SECRETARIA MUNICIPAL DE SAUDE DE IOMERE/SC;Sim
SC;420757;IOMERÊ;;Não
RS;431043;IPE;SECRETARIA MUNICIPAL DE SAUDE DE IPE/RS;Sim
RS;431043;IPÊ;;Não
SC;420760;IPIRA;SECRETARIA MUNICIPAL DE SAUDE DE IPIRA/SC;Sim
SC;420760;IPIRA;;Não
PR;411050;IPIRANGA;SECRETARIA MUNICIPAL DE SAUDE DE IPIRANGA/PR;Sim
PR;411050;IPIRANGA;;Não
RS;431046;IPIRANGA DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE IPIRANGA DO SUL/RS;Sim
RS;431046;IPIRANGA DO SUL;;Não
PR;411060;IPORA;SECRETARIA MUNICIPAL DE SAUDE DE IPORA/PR;Sim
PR;411060;IPORÃ;;Não
SC;420765;IPORA DO OESTE;SECRETARIA MUNICIPAL DE SAUDE DE IPORA DO OESTE/SC;Sim
SC;420765;IPORÃ DO OESTE;;Não
SC;420768;IPUACU;SECRETARIA MUNICIPAL DE SAUDE DE IPUACU/SC;Sim
SC;420768;IPUAÇU;;Não
SC;420770;IPUMIRIM;SECRETARIA MUNICIPAL DE SAUDE DE IPUMIRIM/SC;Sim
SC;420770;IPUMIRIM;;Não
PR;411065;IRACEMA DO OESTE;SECRETARIA MUNICIPAL DE SAUDE DE IRACEMA DO OESTE/PR;Sim
PR;411065;IRACEMA DO OESTE;;Não
SC;420775;IRACEMINHA;SECRETARIA MUNICIPAL DE SAUDE DE IRACEMINHA/SC;Sim
SC;420775;IRACEMINHA;;Não
RS;431050;IRAI;SECRETARIA MUNICIPAL DE SAUDE DE IRAI/RS;Sim
RS;431050;IRAÍ;;Não
SC;420780;IRANI;SECRETARIA MUNICIPAL DE SAUDE DE IRANI/SC;Sim
SC;420780;IRANI;;Não
PR;411070;IRATI;SECRETARIA MUNICIPAL DE SAUDE DE IRATI/PR;Sim
SC;420785;IRATI;SECRETARIA MUNICIPAL DE SAUDE DE IRATI/SC;Sim
PR;411070;IRATI;;Não
SC;420785;IRATI;;Não
PR;411080;IRETAMA;SECRETARIA MUNICIPAL DE SAUDE DE IRETAMA/PR;Sim
PR;411080;IRETAMA;;Não
SC;420790;IRINEOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE IRINEOPOLIS/SC;Sim
SC;420790;IRINEÓPOLIS;;Não
SC;420800;ITA;SECRETARIA MUNICIPAL DE SAUDE DE ITA/SC;Sim
SC;420800;ITÁ;;Não
RS;431053;ITAARA;SECRETARIA MUNICIPAL DE SAUDE DE ITAARA/RS;Sim
RS;431053;ITAARA;;Não
RS;431055;ITACURUBI;SECRETARIA MUNICIPAL DE SAUDE DE ITACURUBI/RS;Sim
RS;431055;ITACURUBI;;Não
PR;411090;ITAGUAJÉ;;Não
SC;420810;ITAIOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE ITAIOPOLIS/SC;Sim
SC;420810;ITAIÓPOLIS;;Não
PR;411095;ITAIPULANDIA;SECRETARIA MUNICIPAL DE SAUDE DE ITAIPULANDIA/PR;Sim
PR;411095;ITAIPULÂNDIA;;Não
SC;420820;ITAJAI;SECRETARIA MUNICIPAL DE SAUDE DE ITAJAI/SC;Sim
SC;420820;ITAJAÍ;;Não
PR;411100;ITAMBARACA;SECRETARIA MUNICIPAL DE SAUDE DE ITAMBARACA/PR;Sim
PR;411100;ITAMBARACÁ;;Não
PR;411110;ITAMBÉ;;Não
PR;411120;ITAPEJARA D'OESTE;SECRETARIA MUNICIPAL DE SAUDE DE ITAPEJARA DE OESTE/PR;Sim
PR;411120;ITAPEJARA D'OESTE;;Não
SC;420830;ITAPEMA;SECRETARIA MUNICIPAL DE SAUDE DE ITAPEMA/SC;Sim
SC;420830;ITAPEMA;;Não
PR;411125;ITAPERUCU;SECRETARIA MUNICIPAL DE SAUDE DE ITAPERUCU/PR;Sim
PR;411125;ITAPERUÇU;;Não
SC;420840;ITAPIRANGA;SECRETARIA MUNICIPAL DE SAUDE DE ITAPIRANGA/SC;Sim
SC;420840;ITAPIRANGA;;Não
SC;420845;ITAPOA;SECRETARIA MUNICIPAL DE SAUDE DE ITAPOA/SC;Sim
SC;420845;ITAPOÁ;;Não
RS;431057;ITAPUCA;SECRETARIA MUNICIPAL DE SAUDE DE ITAPUCA/RS;Sim
RS;431057;ITAPUCA;;Não
RS;431060;ITAQUI;;Não
RS;431065;ITATI;SECRETARIA MUNICIPAL DE SAUDE DE ITATI/RS;Sim
RS;431065;ITATI;;Não
RS;431070;ITATIBA DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE ITATIBA DO SUL/RS;Sim
RS;431070;ITATIBA DO SUL;;Não
PR;411130;ITAUNA DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE ITAUNA DO SUL/PR;Sim
PR;411130;ITAÚNA DO SUL;;Não
SC;420850;ITUPORANGA;SECRETARIA MUNICIPAL DE SAUDE DE ITUPORANGA/SC;Sim
SC;420850;ITUPORANGA;;Não
PR;411140;IVAI;SECRETARIA MUNICIPAL DE SAUDE DE IVAI/PR;Sim
PR;411140;IVAÍ;;Não
PR;411150;IVAIPORA;SECRETARIA MUNICIPAL DE SAUDE DE IVAIPORA/PR;Sim
PR;411150;IVAIPORÃ;;Não
PR;411155;IVATE;SECRETARIA MUNICIPAL DE SAUDE DE IVATE/PR;Sim
PR;411155;IVATÉ;;Não
PR;411160;IVATUBA;;Não
RS;431075;IVORA;SECRETARIA MUNICIPAL DE SAUDE DE IVORA/RS;Sim
RS;431075;IVORÁ;;Não
RS;431080;IVOTI;SECRETARIA MUNICIPAL DE SAUDE DE IVOTI/RS;Sim
RS;431080;IVOTI;;Não
SC;420860;JABORA;SECRETARIA MUNICIPAL DE SAUDE DE JABORA/SC;Sim
SC;420860;JABORÁ;;Não
PR;411170;JABOTI;SECRETARIA MUNICIPAL DE SAUDE DE JABOTI/PR;Sim
PR;411170;JABOTI;;Não
RS;431085;JABOTICABA;SECRETARIA MUNICIPAL DE SAUDE DE JABOTICABA/RS;Sim
RS;431085;JABOTICABA;;Não
PR;411180;JACAREZINHO;SECRETARIA MUNICIPAL DE SAUDE DE JACAREZINHO/PR;Sim
PR;411180;JACAREZINHO;;Não
SC;420870;JACINTO MACHADO;SECRETARIA MUNICIPAL DE SAUDE DE JACINTO MACHADO/SC;Sim
SC;420870;JACINTO MACHADO;;Não
RS;431087;JACUIZINHO;SECRETARIA MUNICIPAL DE SAUDE DE JACUIZINHO/RS;Sim
RS;431087;JACUIZINHO;;Não
RS;431090;JACUTINGA;SECRETARIA MUNICIPAL DE SAUDE DE JACUTINGA/RS;Sim
RS;431090;JACUTINGA;;Não
PR;411190;JAGUAPITA;SECRETARIA MUNICIPAL DE SAUDE DE JAGUAPITA/PR;Sim
PR;411190;JAGUAPITÃ;;Não
RS;431100;JAGUARÃO;;Não
RS;431110;JAGUARI;SECRETARIA MUNICIPAL DE SAUDE DE JAGUARI/RS;Sim
RS;431110;JAGUARI;;Não
PR;411200;JAGUARIAIVA;SECRETARIA MUNICIPAL DE SAUDE DE JAGUARIAIVA/PR;Sim
PR;411200;JAGUARIAÍVA;;Não
SC;420880;JAGUARUNA;SECRETARIA MUNICIPAL DE SAUDE DE JAGUARUNA/SC;Sim
SC;420880;JAGUARUNA;;Não
PR;411210;JANDAIA DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE JANDAIA DO SUL/PR;Sim
PR;411210;JANDAIA DO SUL;;Não
PR;411220;JANIOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE JANIOPOLIS/PR;Sim
PR;411220;JANIÓPOLIS;;Não
PR;411230;JAPIRA;SECRETARIA MUNICIPAL DE SAUDE DE JAPIRA/PR;Sim
PR;411230;JAPIRA;;Não
PR;411240;JAPURA;SECRETARIA MUNICIPAL DE SAUDE DE JAPURA/PR;Sim
PR;411240;JAPURÁ;;Não
RS;431112;JAQUIRANA;SECRETARIA MUNICIPAL DE SAUDE DE JAQUIRANA/RS;Sim
RS;431112;JAQUIRANA;;Não
SC;420890;JARAGUA DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE JARAGUA DO SUL/SC;Sim
SC;420890;JARAGUÁ DO SUL;;Não
PR;411250;JARDIM ALEGRE;SECRETARIA MUNICIPAL DE SAUDE DE JARDIM ALEGRE/PR;Sim
PR;411250;JARDIM ALEGRE;;Não
PR;411260;JARDIM OLINDA;SECRETARIA MUNICIPAL DE SAUDE DE JARDIM OLINDA/PR;Sim
PR;411260;JARDIM OLINDA;;Não
SC;420895;JARDINOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE JARDINOPOLIS/SC;Sim
SC;420895;JARDINÓPOLIS;;Não
RS;431113;JARI;SECRETARIA MUNICIPAL DE SAUDE DE JARI/RS;Sim
RS;431113;JARI;;Não
PR;411270;JATAIZINHO;SECRETARIA MUNICIPAL DE SAUDE DE JATAIZINHO/PR;Sim
PR;411270;JATAIZINHO;;Não
PR;411275;JESUITAS;SECRETARIA MUNICIPAL DE SAUDE DE JESUITAS/PR;Sim
PR;411275;JESUÍTAS;;Não
SC;420900;JOACABA;SECRETARIA MUNICIPAL DE SAUDE DE JOACABA/SC;Sim
SC;420900;JOAÇABA;;Não
PR;411280;JOAQUIM TAVORA;SECRETARIA MUNICIPAL DE SAUDE DE JOAQUIM TAVORA/PR;Sim
PR;411280;JOAQUIM TÁVORA;;Não
RS;431115;JOIA;SECRETARIA MUNICIPAL DE SAUDE DE JOIA/RS;Sim
RS;431115;JÓIA;;Não
SC;420910;JOINVILLE;SECRETARIA MUNICIPAL DE SAUDE DE JOINVILLE/SC;Sim
SC;420910;JOINVILLE;;Não
SC;420915;JOSE BOITEUX;SECRETARIA MUNICIPAL DE SAUDE DE JOSE BOITEUX/SC;Sim
SC;420915;JOSÉ BOITEUX;;Não
RS;431120;JULIO DE CASTILHOS;SECRETARIA MUNICIPAL DE SAUDE DE JULIO DE CASTILHOS/RS;Sim
RS;431120;JÚLIO DE CASTILHOS;;Não
PR;411290;JUNDIAI DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE JUNDIAI DO SUL/PR;Sim
PR;411290;JUNDIAÍ DO SUL;;Não
SC;420917;JUPIA;SECRETARIA MUNICIPAL DE SAUDE DE JUPIA/SC;Sim
SC;420917;JUPIÁ;;Não
PR;411295;JURANDA;SECRETARIA MUNICIPAL DE SAUDE DE JURANDA/PR;Sim
PR;411295;JURANDA;;Não
PR;411300;JUSSARA;SECRETARIA MUNICIPAL DE SAUDE DE JUSSARA/PR;Sim
PR;411300;JUSSARA;;Não
PR;411310;KALORE;SECRETARIA MUNICIPAL DE SAUDE DE KALORE/PR;Sim
PR;411310;KALORÉ;;Não
SC;420920;LACERDOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE LACERDOPOLIS/SC;Sim
SC;420920;LACERDÓPOLIS;;Não
SC;420930;LAGES;SECRETARIA MUNICIPAL DE SAUDE DE LAGES/SC;Sim
SC;420930;LAGES;;Não
RS;431123;LAGOA BONITA DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE LAGOA BONITA DO SUL/RS;Sim
RS;431123;LAGOA BONITA DO SUL;;Não
RS;431127;LAGOA DOS TRES CANTOS;SECRETARIA MUNICIPAL DE SAUDE DE LAGOA DOS TRES CANTOS/RS;Sim
RS;431127;LAGOA DOS TRÊS CANTOS;;Não
RS;431130;LAGOA VERMELHA;SECRETARIA MUNICIPAL DE SAUDE DE LAGOA VERMELHA/RS;Sim
RS;431130;LAGOA VERMELHA;;Não
RS;431125;LAGOAO;SECRETARIA MUNICIPAL DE SAUDE DE LAGOAO/RS;Sim
RS;431125;LAGOÃO;;Não
SC;420940;LAGUNA;SECRETARIA MUNICIPAL DE SAUDE DE LAGUNA/SC;Sim
SC;420940;LAGUNA;;Não
RS;431140;LAJEADO;SECRETARIA MUNICIPAL DE SAUDE DE LAJEADO/RS - CENTRAL DE VACINAS;Sim
RS;431140;LAJEADO;;Não
