UF;IBGE;NOME_MUNICIPIO;ENTIDADE;Adesão
SP;351360;CUNHA;SECRETARIA MUNICIPAL DE SAUDE DE SANTA LEOPOLDINA/ES;Sim
SP;351360;CUNHA;;Não
MG;312083;CUPARAQUE;;Não
MG;312087;CURRAL DE DENTRO;SECRETARIA MUNICIPAL DE SAUDE DE CURRAL DE DENTRO/MG;Sim
MG;312087;CURRAL DE DENTRO;;Não
MG;312090;CURVELO;SECRETARIA MUNICIPAL DE SAUDE DE CURVELO/MG;Sim
MG;312090;CURVELO;;Não
MG;312100;DATAS;;Não
MG;312110;DELFIM MOREIRA;SECRETARIA MUNICIPAL DE SAUDE DE CAFELANDIA ;Sim
MG;312110;DELFIM MOREIRA;;Não
MG;312120;DELFINÓPOLIS;;Não
MG;312125;DELTA;SECRETARIA MUNICIPAL DA SAUDE DE COLINA;Sim
MG;312125;DELTA;;Não
SP;351370;DESCALVADO;SECRETARIA MUNICIPAL DE SAUDE DE DESCALVADO - CENTRO DE SAUDE VITAL BRASIL DESCALVADO ;Sim
SP;351370;DESCALVADO;;Não
MG;312130;DESCOBERTO;;Não
MG;312140;DESTERRO DE ENTRE RIOS;SECRETARIA MUNICIPAL DE SAUDE DE DESTERRO DE ENTRE RIOS/MG;Sim
MG;312140;DESTERRO DE ENTRE RIOS;;Não
MG;312150;DESTERRO DO MELO;;Não
SP;351380;DIADEMA;SECRETARIA MUNICIPAL DE SAUDE DE DIADEMA - CENTRAL DE ABASTECIMENTO DA REDE DE FRIO;Sim
SP;351380;DIADEMA;;Não
MG;312160;DIAMANTINA;;Não
MG;312170;DIOGO DE VASCONCELOS;;Não
MG;312180;DIONÍSIO;;Não
SP;351385;DIRCE REIS;SECRETARIA MUNICIPAL DE SAUDE DE DIRCE REIS - UBS ARI FERREIRA DA SILVA;Sim
SP;351385;DIRCE REIS;;Não
MG;312190;DIVINESIA;SECRETARIA MUNICIPAL DE SAUDE DE WENCESLAU BRAZ/MG;Sim
MG;312190;DIVINÉSIA;;Não
MG;312200;DIVINO;;Não
MG;312210;DIVINO DAS LARANJEIRAS;;Não
ES;320180;DIVINO DE SAO LOURENCO;SECRETARIA MUNICIPAL DE SAUDE DE SANTA CRUZ DA ESPERANCA;Sim
ES;320180;DIVINO DE SÃO LOURENÇO;;Não
SP;351390;DIVINOLANDIA;SECRETARIA MUNICIPAL DE SAUDE DE DIVINOLANDIA - CS III ;Sim
SP;351390;DIVINOLÂNDIA;;Não
MG;312220;DIVINOLÂNDIA DE MINAS;;Não
MG;312230;DIVINOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE DIVINOPOLIS/MG;Sim
MG;312230;DIVINÓPOLIS;;Não
MG;312235;DIVISA ALEGRE;SECRETARIA MUNICIPAL DE SAUDE DE SANTO ANTONIO DO JACINTO/MG;Sim
MG;312235;DIVISA ALEGRE;;Não
MG;312240;DIVISA NOVA;SECRETARIA MUNICIPAL DE SAUDE DE NAZARE PAULISTA - CS III;Sim
MG;312240;DIVISA NOVA;;Não
MG;312245;DIVISOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE COUTO DE MAGALHAES DE MINAS/MG;Sim
MG;312245;DIVISÓPOLIS;;Não
SP;351400;DOBRADA;SECRETARIA MUNICIPAL DE SAUDE DE DOBRADA - CENTRO DE SAUDE III DOBRADA;Sim
SP;351400;DOBRADA;;Não
SP;351410;DOIS CORREGOS;SECRETARIA MUNICIPAL DE SAUDE DE CONCHAS;Sim
SP;351410;DOIS CÓRREGOS;;Não
SP;351420;DOLCINOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE DOLCINOPOLIS - ESF BENEDITO ABEL;Sim
SP;351420;DOLCINÓPOLIS;;Não
MG;312247;DOM BOSCO;SECRETARIA MUNICIPAL DE SAUDE DE MOGI GUACU;Sim
MG;312247;DOM BOSCO;;Não
MG;312250;DOM CAVATI;SECRETARIA MUNICIPAL DE SAUDE DE VARGEM GRANDE PAULISTA;Sim
MG;312250;DOM CAVATI;;Não
MG;312260;DOM JOAQUIM;SECRETARIA MUNICIPAL DE SAUDE DE DOM JOAQUIM/MG;Sim
MG;312260;DOM JOAQUIM;;Não
MG;312270;DOM SILVERIO;SECRETARIA MUNICIPAL DE SAUDE DE SAO SEBASTIAO DO OESTE/MG;Sim
MG;312270;DOM SILVÉRIO;;Não
MG;312280;DOM VICOSO;SECRETARIA MUNICIPAL DE SAUDE DE DOM VICOSO/MG;Sim
MG;312280;DOM VIÇOSO;;Não
ES;320190;DOMINGOS MARTINS;SECRETARIA MUNICIPAL DE SAUDE DE SAO JOAO DE IRACEMA - UBS JOAO ROBERTO;Sim
ES;320190;DOMINGOS MARTINS;;Não
MG;312290;DONA EUSÉBIA;;Não
MG;312300;DORES DE CAMPOS;SECRETARIA MUNICIPAL DE SAUDE DE ALFREDO VASCONCELOS/MG;Sim
MG;312300;DORES DE CAMPOS;;Não
MG;312310;DORES DE GUANHAES;SECRETARIA MUNICIPAL DE SAUDE DE DORES DE GUANHAES/MG;Sim
MG;312310;DORES DE GUANHÃES;;Não
MG;312320;DORES DO INDAIA;SECRETARIA MUNICIPAL DE SAUDE DE DORES DO INDAIA/MG;Sim
MG;312320;DORES DO INDAIÁ;;Não
ES;320200;DORES DO RIO PRETO;SECRETARIA MUNICIPAL DE SAUDE DE POUSO ALEGRE/MG;Sim
ES;320200;DORES DO RIO PRETO;;Não
MG;312330;DORES DO TURVO;SECRETARIA MUNICIPAL DE SAUDE DE PEDRA DO INDAIA/MG;Sim
MG;312330;DORES DO TURVO;;Não
MG;312340;DORESOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE RAFARD - UBS MARIA TEREZA APPRILANTE GIMENEZ;Sim
MG;312340;DORESÓPOLIS;;Não
SP;351430;DOURADO;SECRETARIA MUNICIPAL DE SAUDE DE DOURADO;Sim
SP;351430;DOURADO;;Não
MG;312350;DOURADOQUARA;;Não
SP;351440;DRACENA;SECRETARIA MUNICIPAL DE SAUDE DE PAULICEIA - COORDENADORIA DA SAUDE DE PAULICEIA;Sim
SP;351440;DRACENA;;Não
SP;351450;DUARTINA;SECRETARIA MUNICIPAL DE SAUDE DE DUARTINA ;Sim
SP;351450;DUARTINA;;Não
RJ;330160;DUAS BARRAS;;Não
SP;351460;DUMONT;SECRETARIA MUNICIPAL DE SAUDE DE COMERCINHO/MG;Sim
SP;351460;DUMONT;;Não
RJ;330170;DUQUE DE CAXIAS;;Não
MG;312352;DURANDÉ;;Não
SP;351470;ECHAPORA;SECRETARIA MUNICIPAL DE SAUDE DE CUBATAO;Sim
SP;351470;ECHAPORÃ;;Não
ES;320210;ECOPORANGA;;Não
SP;351480;ELDORADO;SECRETARIA MUNICIPAL DE SAUDE DE CERQUILHO;Sim
SP;351480;ELDORADO;;Não
SP;351490;ELIAS FAUSTO;SECRETARIA MUNICIPAL DE SAUDE DE FRANCISCO MORATO;Sim
SP;351490;ELIAS FAUSTO;;Não
SP;351492;ELISIARIO;SECRETARIA MUNICIPAL DE SAUDE DE ELISIARIO - CS III JOSE RIBEIRO FERRAZ;Sim
SP;351492;ELISIÁRIO;;Não
MG;312360;ELOI MENDES;SECRETARIA MUNICIPAL DE SAUDE DE MORUNGABA - UNIDADE DE VIGILANCIA EM SAUDE;Sim
MG;312360;ELÓI MENDES;;Não
SP;351495;EMBAUBA;SECRETARIA MUNICIPAL DE SAUDE DE EMBAUBA - UBS ALFREDO ALEXANDRE;Sim
SP;351495;EMBAÚBA;;Não
SP;351500;EMBU DAS ARTES;SECRETARIA MUNICIPAL DE SAUDE DE EMBU;Sim
SP;351500;EMBU DAS ARTES;;Não
SP;351510;EMBU-GUACU;SECRETARIA MUNICIPAL DE SAUDE DE EMBU-GUACU;Sim
SP;351510;EMBU-GUAÇU;;Não
SP;351512;EMILIANOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE EMILIANOPOLIS - UBS;Sim
SP;351512;EMILIANÓPOLIS;;Não
MG;312370;ENGENHEIRO CALDAS;;Não
SP;351515;ENGENHEIRO COELHO;SECRETARIA MUNICIPAL DE SAUDE DE ESPIRITO SANTO DO PINHAL;Sim
SP;351515;ENGENHEIRO COELHO;;Não
MG;312380;ENGENHEIRO NAVARRO;SECRETARIA MUNICIPAL DE SAUDE DE ENGENHEIRO NAVARRO/MG;Sim
MG;312380;ENGENHEIRO NAVARRO;;Não
RJ;330180;ENGENHEIRO PAULO DE FRONTIN;;Não
MG;312385;ENTRE FOLHAS;;Não
MG;312390;ENTRE RIOS DE MINAS;SECRETARIA MUNICIPAL DE SAUDE DE PAINEIRAS/MG;Sim
MG;312390;ENTRE RIOS DE MINAS;;Não
MG;312400;ERVALIA;SECRETARIA MUNICIPAL DE SAUDE DE ERVALIA/MG;Sim
MG;312400;ERVÁLIA;;Não
MG;312410;ESMERALDAS;SECRETARIA MUNICIPAL DE SAUDE DE ESMERALDAS/MG;Sim
MG;312410;ESMERALDAS;;Não
MG;312420;ESPERA FELIZ;SECRETARIA MUNICIPAL DE SAUDE DE VIRGINOPOLIS/MG;Sim
MG;312420;ESPERA FELIZ;;Não
MG;312430;ESPINOSA;SECRETARIA MUNICIPAL DE SAUDE DE ESPINOSA/MG;Sim
MG;312430;ESPINOSA;;Não
MG;312440;ESPIRITO SANTO DO DOURADO;SECRETARIA MUNICIPAL DE SAUDE DE PATROCINIO DO MURIAE/MG;Sim
MG;312440;ESPÍRITO SANTO DO DOURADO;;Não
SP;351518;ESPIRITO SANTO DO PINHAL;SECRETARIA MUNICIPAL DE SAUDE DE VERA CRUZ ;Sim
SP;351518;ESPÍRITO SANTO DO PINHAL;;Não
SP;351519;ESPIRITO SANTO DO TURVO;SECRETARIA MUNICIPAL DE ESPIRITO SANTO DO TURVO - UBS ANTONIO CAMILO DE OLIVEIRA;Sim
SP;351519;ESPÍRITO SANTO DO TURVO;;Não
MG;312450;ESTIVA;SECRETARIA MUNICIPAL DE SAUDE DE ESTIVA/MG;Sim
MG;312450;ESTIVA;;Não
SP;355730;ESTIVA GERBI;SECRETARIA MUNICIPAL DE SAUDE DE SAO SEBASTIAO DA GRAMA - CS III DR ANTONIO ANADAO;Sim
SP;355730;ESTIVA GERBI;;Não
MG;312460;ESTRELA DALVA;SECRETARIA MUNICIPAL DE SAUDE DE CRUCILANDIA/MG;Sim
MG;312460;ESTRELA DALVA;;Não
MG;312470;ESTRELA DO INDAIA;SECRETARIA MUNICIPAL DE SAUDE DE CAMPINAS;Sim
MG;312470;ESTRELA DO INDAIÁ;;Não
SP;351530;ESTRELA DO NORTE;SECRETARIA MUNICIPAL DE SAUDE DE AREIAS - EQUIPE DE SAUDE DA FAMILIA CENTRO;Sim
SP;351530;ESTRELA DO NORTE;;Não
MG;312480;ESTRELA DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE ARAMINA - UBS NATAL ABADIO DE LACERDA ;Sim
MG;312480;ESTRELA DO SUL;;Não
SP;351520;ESTRELA D'OESTE;SECRETARIA MUNICIPAL DE SAUDE DE PASSA TEMPO/MG;Sim
SP;351520;ESTRELA D'OESTE;;Não
SP;351535;EUCLIDES DA CUNHA PAULISTA;SECRETARIA MUNICIPAL DE SAUDE DE EUCLIDES DA CUNHA PAULISTA;Sim
SP;351535;EUCLIDES DA CUNHA PAULISTA;;Não
MG;312490;EUGENOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE JEQUITAI/MG;Sim
MG;312490;EUGENÓPOLIS;;Não
MG;312500;EWBANK DA CÂMARA;;Não
MG;312510;EXTREMA;SECRETARIA MUNICIPAL DE SAUDE DE EXTREMA/MG;Sim
MG;312510;EXTREMA;;Não
MG;312520;FAMA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA MODICA/MG;Sim
MG;312520;FAMA;;Não
MG;312530;FARIA LEMOS;;Não
SP;351540;FARTURA;SECRETARIA MUNICIPAL DE SAUDE DE FARTURA - CS II ;Sim
SP;351540;FARTURA;;Não
MG;312540;FELÍCIO DOS SANTOS;;Não
MG;312560;FELISBURGO;SECRETARIA MUNICIPAL DE SAUDE DE PEDRA AZUL/MG;Sim
MG;312560;FELISBURGO;;Não
MG;312570;FELIXLANDIA;SECRETARIA MUNICIPAL DE SAUDE DE FELIXLANDIA/MG;Sim
MG;312570;FELIXLÂNDIA;;Não
MG;312580;FERNANDES TOURINHO;;Não
SP;351560;FERNANDO PRESTES;SECRETARIA MUNICIPAL DE SAUDE DE FERNANDO PRESTES - CS;Sim
SP;351560;FERNANDO PRESTES;;Não
SP;351550;FERNANDOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE FERNANDOPOLIS;Sim
SP;351550;FERNANDÓPOLIS;;Não
SP;351565;FERNAO;SECRETARIA MUNICIPAL DE SAUDE DE MESOPOLIS - UBS III MARIA DE CAPRIO POLARINI;Sim
SP;351565;FERNÃO;;Não
SP;351570;FERRAZ DE VASCONCELOS;SECRETARIA MUNICIPAL DE SAUDE DE FERRAZ DE VASCONCELOS;Sim
SP;351570;FERRAZ DE VASCONCELOS;;Não
MG;312590;FERROS;SECRETARIA MUNICIPAL DE SAUDE DE PITANGUI/MG;Sim
MG;312590;FERROS;;Não
MG;312595;FERVEDOURO;;Não
SP;351580;FLORA RICA;SECRETARIA MUNICIPAL DE SAUDE DE FLORA RICA;Sim
SP;351580;FLORA RICA;;Não
SP;351590;FLOREAL;SECRETARIA MUNICIPAL DE SAUDE DE FLOREAL - CS III DR ANTONIO VITAL CORTES;Sim
SP;351590;FLOREAL;;Não
MG;312600;FLORESTAL;SECRETARIA MUNICIPAL DE SAUDE DE FLORINEA - UBS I FLORINEA;Sim
MG;312600;FLORESTAL;;Não
SP;351600;FLORIDA PAULISTA;SECRETARIA MUNICIPAL DE SAUDE DE ILICINEA/MG;Sim
SP;351600;FLÓRIDA PAULISTA;;Não
SP;351610;FLORINIA;SECRETARIA MUNICIPAL DE SAUDE DE MINAS NOVAS/MG;Sim
SP;351610;FLORÍNIA;;Não
MG;312610;FORMIGA;SECRETARIA MUNICIPAL DE SAUDE DE LINDOIA;Sim
MG;312610;FORMIGA;;Não
MG;312620;FORMOSO;SECRETARIA MUNICIPAL DE SAUDE DE MARATAIZES/ES;Sim
MG;312620;FORMOSO;;Não
MG;312630;FORTALEZA DE MINAS;;Não
MG;312640;FORTUNA DE MINAS;SECRETARIA MUNICIPAL DE SAUDE DE MANHUMIRIM/MG;Sim
MG;312640;FORTUNA DE MINAS;;Não
SP;351620;FRANCA;SECRETARIA MUNICIPAL DE SAUDE DE FRANCA - PADI;Sim
SP;351620;FRANCA;;Não
MG;312650;FRANCISCO BADARO;SECRETARIA MUNICIPAL DE SAUDE DE PEDRA BELA - UBS JORGE HIRODE ORITA;Sim
MG;312650;FRANCISCO BADARÓ;;Não
MG;312660;FRANCISCO DUMONT;;Não
SP;351630;FRANCISCO MORATO;SECRETARIA MUNICIPAL DE SAUDE DE MUZAMBINHO/MG;Sim
SP;351630;FRANCISCO MORATO;;Não
MG;312670;FRANCISCO SÁ;;Não
MG;312675;FRANCISCOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE IBATIBA/ES;Sim
MG;312675;FRANCISCÓPOLIS;;Não
SP;351640;FRANCO DA ROCHA;SECRETARIA MUNICIPAL DE SAUDE DE ITAMARATI DE MINAS/MG;Sim
SP;351640;FRANCO DA ROCHA;;Não
MG;312680;FREI GASPAR;SECRETARIA MUNICIPAL DE SAUDE DE FREI GASPAR/MG;Sim
MG;312680;FREI GASPAR;;Não
MG;312690;FREI INOCÊNCIO;;Não
MG;312695;FREI LAGONEGRO;;Não
MG;312700;FRONTEIRA;SECRETARIA MUNICIPAL DE SAUDE DE FRONTEIRA/MG;Sim
MG;312700;FRONTEIRA;;Não
MG;312705;FRONTEIRA DOS VALES;SECRETARIA MUNICIPAL DE SAUDE DE SANTA RITA DO PASSA QUATRO - CS II;Sim
MG;312705;FRONTEIRA DOS VALES;;Não
MG;312707;FRUTA DE LEITE;SECRETARIA MUNICIPAL DE SAUDE DE GUAICARA;Sim
MG;312707;FRUTA DE LEITE;;Não
MG;312710;FRUTAL;SECRETARIA MUNICIPAL DE SAUDE DE FRUTAL/MG;Sim
MG;312710;FRUTAL;;Não
ES;320220;FUNDAO;SECRETARIA MUNICIPAL DE SAUDE DE ALVARO DE CARVALHO - CS;Sim
ES;320220;FUNDÃO;;Não
MG;312720;FUNILANDIA;SECRETARIA MUNICIPAL DE SAUDE DE JUATUBA/MG;Sim
MG;312720;FUNILÂNDIA;;Não
SP;351650;GABRIEL MONTEIRO;SECRETARIA MUNICIPAL DE SAUDE DE MAUA;Sim
SP;351650;GABRIEL MONTEIRO;;Não
SP;351660;GALIA;SECRETARIA MUNICIPAL DE SAUDE DE GALIA;Sim
SP;351660;GÁLIA;;Não
MG;312730;GALILÉIA;;Não
MG;312733;GAMELEIRAS;SECRETARIA MUNICIPAL DE SAUDE DE NAZARENO/MG;Sim
MG;312733;GAMELEIRAS;;Não
SP;351670;GARCA;SECRETARIA MUNICIPAL DE SAUDE DE GARCA;Sim
SP;351670;GARÇA;;Não
SP;351680;GASTAO VIDIGAL;SECRETARIA MUNICIPAL DE SAUDE DE PRUDENTE DE MORAIS/MG;Sim
SP;351680;GASTÃO VIDIGAL;;Não
SP;351685;GAVIAO PEIXOTO;SECRETARIA MUNICIPAL DE SAUDE DE GAVIAO PEIXOTO - CENTRO MUNICIPAL DE SAUDE RUI DE CAMARGO;Sim
SP;351685;GAVIÃO PEIXOTO;;Não
SP;351690;GENERAL SALGADO;SECRETARIA MUNICIPAL DE SAUDE - UNIDADE DE SAUDE DA FAMILIA BOM SUCESSO ITARARE;Sim
SP;351690;GENERAL SALGADO;;Não
SP;351700;GETULINA;SECRETARIA MUNICIPAL DE SAUDE DE GETULINA - DEPARTAMENTO ;Sim
SP;351700;GETULINA;;Não
MG;312735;GLAUCILANDIA;SECRETARIA MUNICIPAL DE SAUDE DE GLAUCILANDIA/MG;Sim
MG;312735;GLAUCILÂNDIA;;Não
SP;351710;GLICERIO;SECRETARIA MUNICIPAL DE SAUDE DE GLICERIO - CS III GLICERIO GIMAIEL ELIAS;Sim
SP;351710;GLICÉRIO;;Não
MG;312737;GOIABEIRA;;Não
MG;312738;GOIANÁ;;Não
MG;312740;GONCALVES;SECRETARIA MUNICIPAL DE SAUDE DE NINHEIRA/MG;Sim
MG;312740;GONÇALVES;;Não
MG;312750;GONZAGA;;Não
MG;312760;GOUVEIA;SECRETARIA MUNICIPAL DE SAUDE DE CHAPADA DO NORTE/MG;Sim
MG;312760;GOUVEIA;;Não
ES;320225;GOVERNADOR LINDENBERG;;Não
MG;312770;GOVERNADOR VALADARES;SECRETARIA MUNICIPAL DE SAUDE DE GOVERNADOR VALADARES/MG;Sim
MG;312770;GOVERNADOR VALADARES;;Não
MG;312780;GRÃO MOGOL;;Não
MG;312790;GRUPIARA;SECRETARIA MUNICIPAL DE SAUDE DE TAPIRA/MG;Sim
MG;312790;GRUPIARA;;Não
ES;320230;GUAÇUÍ;;Não
SP;351720;GUAICARA;SECRETARIA MUNICIPAL DE SAUDE DE PEDRINHAS PAULISTA - UBS DR. PRIMO RUY;Sim
SP;351720;GUAIÇARA;;Não
SP;351730;GUAIMBE;SECRETARIA MUNICIPAL DE SAUDE DE NOVA CANAA PAULISTA - UBS/ESF;Sim
SP;351730;GUAIMBÊ;;Não
SP;351740;GUAIRA;SECRETARIA MUNICIPAL DE SAUDE DE GUAIRA;Sim
SP;351740;GUAÍRA;;Não
MG;312800;GUANHAES;SECRETARIA MUNICIPAL DE SAUDE DE GUANHAES/MG;Sim
MG;312800;GUANHÃES;;Não
MG;312810;GUAPE;SECRETARIA MUNICIPAL DE SAUDE DE SANTANA DO JACARE/MG;Sim
MG;312810;GUAPÉ;;Não
SP;351750;GUAPIACU;SECRETARIA MUNICIPAL DE SAUDE DE CASSIA/MG;Sim
SP;351750;GUAPIAÇU;;Não
SP;351760;GUAPIARA;SECRETARIA MUNICIPAL DE SAUDE DE GUAPIARA - VE;Sim
SP;351760;GUAPIARA;;Não
RJ;330185;GUAPIMIRIM;;Não
SP;351770;GUARA;SECRETARIA MUNICIPAL DE SAUDE DE GUARA - CS II DR JAHYR DE PAULA RIBEIRO;Sim
SP;351770;GUARÁ;;Não
SP;351780;GUARACAI;SECRETARIA MUNICIPAL DE SAUDE DE GUARACAI - CENTRO DE SAUDE III DR NICOLA JORGE CARNEIRO GUARACAI;Sim
SP;351780;GUARAÇAÍ;;Não
SP;351790;GUARACI;SECRETARIA MUNICIPAL DE SAUDE DE GUARACI - UBSF JERONIMO FERREIRA DE OLIVEIRA;Sim
SP;351790;GUARACI;;Não
MG;312820;GUARACIABA;SECRETARIA MUNICIPAL DE SAUDE DE IGUATAMA/MG;Sim
MG;312820;GUARACIABA;;Não
MG;312825;GUARACIAMA;SECRETARIA MUNICIPAL DE SAUDE DE GUARACIAMA/MG;Sim
MG;312825;GUARACIAMA;;Não
MG;312830;GUARANESIA;SECRETARIA MUNICIPAL DE SAUDE DE AREALVA;Sim
MG;312830;GUARANÉSIA;;Não
MG;312840;GUARANI;;Não
SP;351800;GUARANI D'OESTE;SECRETARIA MUNICIPAL DE SAUDE  DE TURMALINA - UBS ANNE LARISSA LEOCI;Sim
SP;351800;GUARANI D'OESTE;;Não
SP;351810;GUARANTA;SECRETARIA MUNICIPAL DE SAUDE DE GUARANTA;Sim
SP;351810;GUARANTÃ;;Não
ES;320240;GUARAPARI;SECRETARIA MUNICIPAL DE SAUDE DE GUARAPARI/ES;Sim
ES;320240;GUARAPARI;;Não
MG;312850;GUARARÁ;;Não
SP;351820;GUARARAPES;SECRETARIA MUNICIPAL DE SAUDE DE RIO ESPERA/MG;Sim
SP;351820;GUARARAPES;;Não
SP;351830;GUARAREMA;SECRETARIA MUNICIPAL DE SAUDE DE GUARAREMA;Sim
SP;351830;GUARAREMA;;Não
SP;351840;GUARATINGUETA;SECRETARIA MUNICIPAL DA SAUDE DE GUARATINGUETA;Sim
SP;351840;GUARATINGUETÁ;;Não
MG;312860;GUARDA-MOR;SECRETARIA MUNICIPAL DE SAUDE DE BIQUINHAS/MG;Sim
MG;312860;GUARDA-MOR;;Não
SP;351850;GUAREI;SECRETARIA MUNICIPAL DE SAUDE DE TEJUPA - UBS;Sim
SP;351850;GUAREÍ;;Não
SP;351860;GUARIBA;SECRETARIA MUNICIPAL DE SAUDE GUARIBA;Sim
SP;351860;GUARIBA;;Não
SP;351870;GUARUJA;SECRETARIA MUNICIPAL DE SAUDE DE BOTELHOS/MG;Sim
SP;351870;GUARUJÁ;;Não
SP;351880;GUARULHOS;SECRETARIA MUNICIPAL DE SAUDE DE GUARULHOS - CEADIM ;Sim
SP;351880;GUARULHOS;;Não
SP;351885;GUATAPARA;SECRETARIA MUNICIPAL DE SAUDE DE GUATAPARA;Sim
SP;351885;GUATAPARÁ;;Não
MG;312870;GUAXUPÉ;;Não
MG;312880;GUIDOVAL;SECRETARIA MUNICIPAL DE SAUDE DE DIVINESIA/MG;Sim
MG;312880;GUIDOVAL;;Não
MG;312890;GUIMARANIA;SECRETARIA MUNICIPAL DE SAUDE DE APIACA/ES;Sim
MG;312890;GUIMARÂNIA;;Não
MG;312900;GUIRICEMA;SECRETARIA MUNICIPAL DE SAUDE DE GUIRICEMA/MG;Sim
MG;312900;GUIRICEMA;;Não
MG;312910;GURINHATA;SECRETARIA MUNICIPAL DE SAUDE DE PIRACAIA;Sim
MG;312910;GURINHATÃ;;Não
SP;351890;GUZOLÂNDIA;;Não
MG;312920;HELIODORA;SECRETARIA MUNICIPAL DE SAUDE DE HELIODORA/MG;Sim
MG;312920;HELIODORA;;Não
SP;351900;HERCULÂNDIA;;Não
SP;351905;HOLAMBRA;SECRETARIA MUNICIPAL DE SAUDE DE DORES DE CAMPOS/MG;Sim
SP;351905;HOLAMBRA;;Não
SP;351907;HORTOLANDIA;SECRETARIA MUNICIPAL DE SAUDE DE SALINAS/MG;Sim
SP;351907;HORTOLÂNDIA;;Não
SP;351910;IACANGA;SECRETARIA MUNICIPAL DE SAUDE DE CACHOEIRA DOURADA/MG;Sim
SP;351910;IACANGA;;Não
SP;351920;IACRI;SECRETARIA MUNICIPAL DE SAUDE DE SAO GONCALO DO ABAETE/MG;Sim
SP;351920;IACRI;;Não
MG;312930;IAPU;;Não
SP;351925;IARAS;SECRETARIA MUNICIPAL DE SAUDE DE IARAS - UBS ESF URBANO;Sim
SP;351925;IARAS;;Não
SP;351930;IBATE;SECRETARIA MUNICIPAL DE SAUDE DE IBATE;Sim
SP;351930;IBATÉ;;Não
ES;320245;IBATIBA;SECRETARIA MUNICIPAL DE SAUDE DE ONCA DE PITANGUI/MG;Sim
ES;320245;IBATIBA;;Não
MG;312940;IBERTIOGA;SECRETARIA MUNICIPAL DE SAUDE DE IBERTIOGA/MG;Sim
MG;312940;IBERTIOGA;;Não
MG;312950;IBIA;SECRETARIA MUNICIPAL DE SAUDE DE IBIA/MG;Sim
MG;312950;IBIÁ;;Não
MG;312960;IBIAI;SECRETARIA MUNICIPAL DE SAUDE DE IBIAI/MG;Sim
MG;312960;IBIAÍ;;Não
SP;351940;IBIRA;SECRETARIA MUNICIPAL DE SAUDE DE IBIRA - USF DR RAUL TARSITANO;Sim
SP;351940;IBIRÁ;;Não
MG;312965;IBIRACATU;SECRETARIA MUNICIPAL DE SAUDE DE IBIRACATU/MG;Sim
MG;312965;IBIRACATU;;Não
MG;312970;IBIRACI;SECRETARIA MUNICIPAL DE SAUDE DE MARTINOPOLIS - UBS LL DR CARLOS MACUCO JANINI;Sim
MG;312970;IBIRACI;;Não
ES;320250;IBIRACU;SECRETARIA MUNICIPAL DE SAUDE DE CAPITOLIO/MG;Sim
ES;320250;IBIRAÇU;;Não
SP;351950;IBIRAREMA;SECRETARIA MUNICIPAL DE SAUDE DE MONTE FORMOSO/MG;Sim
SP;351950;IBIRAREMA;;Não
MG;312980;IBIRITE;SECRETARIA MUNICIPAL DE SAUDE DE IBIRITE/MG;Sim
MG;312980;IBIRITÉ;;Não
SP;351960;IBITINGA;SECRETARIA MUNICIPAL DE SAUDE DE FORTUNA DE MINAS/MG;Sim
SP;351960;IBITINGA;;Não
ES;320255;IBITIRAMA;SECRETARIA MUNICIPAL DE SAUDE DE IBITIRAMA/ES;Sim
ES;320255;IBITIRAMA;;Não
MG;312990;IBITIURA DE MINAS;SECRETARIA MUNICIPAL DE SAUDE DE IBITIURA DE MINAS/MG;Sim
MG;312990;IBITIÚRA DE MINAS;;Não
MG;313000;IBITURUNA;SECRETARIA MUNICIPAL DE SAUDE DE ARAPEI- USF ARAPEI;Sim
MG;313000;IBITURUNA;;Não
SP;351970;IBIUNA;SECRETARIA MUNICIPAL DE SAUDE DE IBIUNA;Sim
SP;351970;IBIÚNA;;Não
MG;313005;ICARAI DE MINAS;SECRETARIA MUNICIPAL DE SAUDE DE AGUA COMPRIDA/MG;Sim
MG;313005;ICARAÍ DE MINAS;;Não
SP;351980;ICEM;SECRETARIA MUNICIPAL DE SAUDE DE ADOLFO - UBS;Sim
SP;351980;ICÉM;;Não
ES;320260;ICONHA;SECRETARIA MUNICIPAL DE SAUDE DE CARATINGA/MG;Sim
ES;320260;ICONHA;;Não
sigla_uf;COD IBGE;ID_MUNICIPIO_NOME;SECRETARIA MUNICIPAL DE SAUDE DE VIRGEM DA LAPA/MG;Sim
SP;351990;IEPE;SECRETARIA MUNICIPAL DE SAUDE DE IEPE - ESF EDMUNDO DE OLIVEIRA;Sim
SP;351990;IEPÊ;;Não
SP;352000;IGARACU DO TIETE;SECRETARIA MUNICIPAL DE SAUDE DE GASTAO VIDIGAL - UBS III;Sim
SP;352000;IGARAÇU DO TIETÊ;;Não
