UF;IBGE;NOME_MUNICIPIO;ENTIDADE;Adesão;;;;;
PI;220285;CORONEL JOSÉ DIAS;;Não;;;;;
PI;220290;CORRENTE;SECRETARIA MUNICIPAL DE SAUDE DE CORRENTE/PI;Sim;;;;;
PI;220290;CORRENTE;;Não;;;;;
PE;260470;CORRENTES;;Não;;;;;
BA;290930;CORRENTINA;;Não;;;;;
PE;260480;CORTÊS;;Não;;;;;
AL;270230;CORURIPE;SECRETARIA MUNICIPAL DE SAUDE DE CORURIPE/AL;Sim;;;;;
AL;270230;CORURIPE;;Não;;;;;
BA;290940;COTEGIPE;;Não;;;;;
PB;250485;COXIXOLA;SECRETARIA MUNICIPAL DE SAUDE DE COXIXOLA/PB;Sim;;;;;
PB;250485;COXIXOLA;;Não;;;;;
AL;270235;CRAÍBAS;;Não;;;;;
CE;230410;CRATEUS;SECRETARIA MUNICIPAL DE SAUDE DE CRATEUS/CE;Sim;;;;;
CE;230410;CRATEÚS;;Não;;;;;
CE;230420;CRATO;SECRETARIA MUNICIPAL DE SAUDE DE CRATO/CE;Sim;;;;;
CE;230420;CRATO;;Não;;;;;
BA;290950;CRAVOLÂNDIA;;Não;;;;;
BA;290960;CRISÓPOLIS;;Não;;;;;
PI;220300;CRISTALÂNDIA DO PIAUÍ;;Não;;;;;
PI;220310;CRISTINO CASTRO;;Não;;;;;
BA;290970;CRISTOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE CRISTOPOLIS/BA;Sim;;;;;
BA;290970;CRISTÓPOLIS;;Não;;;;;
CE;230423;CROATA;SECRETARIA MUNICIPAL DE SAUDE DE CROATA/CE;Sim;;;;;
CE;230423;CROATÁ;;Não;;;;;
CE;230425;CRUZ;SECRETARIA MUNICIPAL DE SAUDE DE CRUZ/CE;Sim;;;;;
CE;230425;CRUZ;;Não;;;;;
BA;290980;CRUZ DAS ALMAS;SECRETARIA MUNICIPAL DE SAUDE DE CRUZ DAS ALMAS/BA;Sim;;;;;
BA;290980;CRUZ DAS ALMAS;;Não;;;;;
PB;250490;CRUZ DO ESPIRITO SANTO;SECRETARIA MUNICIPAL DE SAUDE DE CRUZ DO ESPIRITO SANTO/PB;Sim;;;;;
PB;250490;CRUZ DO ESPÍRITO SANTO;;Não;;;;;
RN;240300;CRUZETA;;Não;;;;;
PB;250500;CUBATI;SECRETARIA MUNICIPAL DE SAUDE DE CUBATI/PB;Sim;;;;;
PB;250500;CUBATI;;Não;;;;;
PB;250510;CUITE;SECRETARIA MUNICIPAL DE SAUDE DE CUITE/PB;Sim;;;;;
PB;250510;CUITÉ;;Não;;;;;
PB;250523;CUITE DE MAMANGUAPE;SECRETARIA MUNICIPAL DE SAUDE DE CUITE MAMANGUAPE/PB;Sim;;;;;
PB;250523;CUITÉ DE MAMANGUAPE;;Não;;;;;
PB;250520;CUITEGI;SECRETARIA MUNICIPAL DE SAUDE DE CUITEGI/PB;Sim;;;;;
PB;250520;CUITEGI;;Não;;;;;
PE;260490;CUMARU;SECRETARIA MUNICIPAL DE SAUDE DE CUMARU/PE;Sim;;;;;
PE;260490;CUMARU;;Não;;;;;
PE;260500;CUPIRA;;Não;;;;;
BA;290990;CURACA;SECRETARIA MUNICIPAL DE SAUDE DE CURACA/BA;Sim;;;;;
BA;290990;CURAÇÁ;;Não;;;;;
PI;220320;CURIMATÁ;;Não;;;;;
PI;220323;CURRAIS;SECRETARIA MUNICIPAL DE SAUDE DE CURRAIS/PI;Sim;;;;;
PI;220323;CURRAIS;;Não;;;;;
RN;240310;CURRAIS NOVOS;;Não;;;;;
PB;250527;CURRAL DE CIMA;SECRETARIA MUNICIPAL DE SAUDE DE CURRAL DE CIMA/PB;Sim;;;;;
PB;250527;CURRAL DE CIMA;;Não;;;;;
PI;220327;CURRAL NOVO DO PIAUÍ;;Não;;;;;
PB;250530;CURRAL VELHO;SECRETARIA MUNICIPAL DE SAUDE DE CURRAL VELHO/PB;Sim;;;;;
PB;250530;CURRAL VELHO;;Não;;;;;
PI;220325;CURRALINHOS;;Não;;;;;
MA;210370;CURURUPU;SECRETARIA MUNICIPAL DE SAUDE DE CURURUPU/MA;Sim;;;;;
MA;210370;CURURUPU;;Não;;;;;
PE;260510;CUSTODIA;SECRETARIA MUNICIPAL DE SAUDE DE CUSTODIA/PE;Sim;;;;;
PE;260510;CUSTÓDIA;;Não;;;;;
PB;250535;DAMIAO;SECRETARIA MUNICIPAL DE SAUDE DE DAMIAO/PB;Sim;;;;;
PB;250535;DAMIÃO;;Não;;;;;
BA;291000;DARIO MEIRA;SECRETARIA MUNICIPAL DE SAUDE DE DARIO MEIRA/BA;Sim;;;;;
BA;291000;DÁRIO MEIRA;;Não;;;;;
MA;210375;DAVINOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE DAVINOPOLIS/MA;Sim;;;;;
MA;210375;DAVINÓPOLIS;;Não;;;;;
AL;270240;DELMIRO GOUVEIA;SECRETARIA MUNICIPAL DE SAUDE DE DELMIRO GOUVEIA/AL;Sim;;;;;
AL;270240;DELMIRO GOUVEIA;;Não;;;;;
PI;220330;DEMERVAL LOBÃO;;Não;;;;;
CE;230426;DEPUTADO IRAPUAN PINHEIRO;;Não;;;;;
PB;250540;DESTERRO;SECRETARIA MUNICIPAL DE SAUDE DE DESTERRO-PB;Sim;;;;;
PB;250540;DESTERRO;;Não;;;;;
PB;250560;DIAMANTE;SECRETARIA MUNICIPAL DE SAUDE DE DIAMANTE/PB;Sim;;;;;
PB;250560;DIAMANTE;;Não;;;;;
BA;291005;DIAS D'AVILA;SECRETARIA MUNICIPAL DE SAUDE DE DIAS D AVILA/BA;Sim;;;;;
BA;291005;DIAS D'ÁVILA;;Não;;;;;
PI;220335;DIRCEU ARCOVERDE;;Não;;;;;
AL;270250;DOIS RIACHOS;SECRETARIA MUNICIPAL DE SAUDE DE DOIS RIACHOS/AL;Sim;;;;;
AL;270250;DOIS RIACHOS;;Não;;;;;
BA;291010;DOM BASILIO;SECRETARIA MUNICIPAL DE SAUDE DE DOM BASILIO/BA;Sim;;;;;
BA;291010;DOM BASÍLIO;;Não;;;;;
PI;220340;DOM EXPEDITO LOPES;;Não;;;;;
PI;220345;DOM INOCÊNCIO;;Não;;;;;
BA;291020;DOM MACEDO COSTA;;Não;;;;;
MA;210380;DOM PEDRO;SECRETARIA MUNICIPAL DE SAUDE DE DOM PEDRO/MA;Sim;;;;;
MA;210380;DOM PEDRO;;Não;;;;;
PI;220342;DOMINGOS MOURÃO;;Não;;;;;
PB;250570;DONA INES;SECRETARIA MUNICIPAL DE SAUDE DE DONA INES/PB;Sim;;;;;
PB;250570;DONA INÊS;;Não;;;;;
PE;260515;DORMENTES;SECRETARIA MUNICIPAL DE SAUDE DE DORMENTES/PE;Sim;;;;;
PE;260515;DORMENTES;;Não;;;;;
RN;240320;DOUTOR SEVERIANO;;Não;;;;;
PB;250580;DUAS ESTRADAS;;Não;;;;;
MA;210390;DUQUE BACELAR;;Não;;;;;
PI;220350;ELESBÃO VELOSO;;Não;;;;;
PI;220360;ELISEU MARTINS;;Não;;;;;
BA;291030;ELISIO MEDRADO;SECRETARIA MUNICIPAL DE SAUDE DE ELISIO MEDRADO/BA;Sim;;;;;
BA;291030;ELÍSIO MEDRADO;;Não;;;;;
PB;250590;EMAS;SECRETARIA MUNICIPAL DE SAUDE DE EMAS-PB;Sim;;;;;
PB;250590;EMAS;;Não;;;;;
RN;240330;ENCANTO;;Não;;;;;
BA;291040;ENCRUZILHADA;SECRETARIA MUNICIPAL DE SAUDE DE ENCRUZILHADA/BA;Sim;;;;;
BA;291040;ENCRUZILHADA;;Não;;;;;
BA;291050;ENTRE RIOS;SECRETARIA MUNICIPAL DE SAUDE DE ENTRE RIOS/BA;Sim;;;;;
BA;291050;ENTRE RIOS;;Não;;;;;
RN;240340;EQUADOR;;Não;;;;;
CE;230427;ERERE;SECRETARIA MUNICIPAL DE SAUDE DE ERERE/CE;Sim;;;;;
CE;230427;ERERÊ;;Não;;;;;
BA;290050;ÉRICO CARDOSO;;Não;;;;;
PE;260520;ESCADA;;Não;;;;;
PB;250600;ESPERANCA;SECRETARIA MUNICIPAL DE SAUDE DE ESPERANCA/PB;Sim;;;;;
PB;250600;ESPERANÇA;;Não;;;;;
PI;220370;ESPERANTINA;SECRETARIA MUNICIPAL DE SAUDE DE ESPERANTINA/PI;Sim;;;;;
PI;220370;ESPERANTINA;;Não;;;;;
MA;210400;ESPERANTINOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE ESPERANTINOPOLIS/MA;Sim;;;;;
MA;210400;ESPERANTINÓPOLIS;;Não;;;;;
RN;240350;ESPÍRITO SANTO;;Não;;;;;
BA;291060;ESPLANADA;SECRETARIA MUNICIPAL DE SAUDE DE ESPLANADA/BA;Sim;;;;;
BA;291060;ESPLANADA;;Não;;;;;
MA;210405;ESTREITO;SECRETARIA MUNICIPAL DE SAUDE DE ESTREITO/MA;Sim;;;;;
MA;210405;ESTREITO;;Não;;;;;
AL;270255;ESTRELA DE ALAGOAS;SECRETARIA MUNICIPAL DE SAUDE DE ESTRELA DE ALAGOAS/AL;Sim;;;;;
AL;270255;ESTRELA DE ALAGOAS;;Não;;;;;
BA;291070;EUCLIDES DA CUNHA;;Não;;;;;
BA;291072;EUNAPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE EUNAPOLIS/BA;Sim;;;;;
BA;291072;EUNÁPOLIS;;Não;;;;;
CE;230428;EUSEBIO;SECRETARIA MUNICIPAL DE SAUDE DE EUSEBIO/CE;Sim;;;;;
CE;230428;EUSÉBIO;;Não;;;;;
RN;240360;EXTREMOZ;SECRETARIA MUNICIPAL DE SAUDE DE EXTREMOZ/RN;Sim;;;;;
RN;240360;EXTREMOZ;;Não;;;;;
PE;260530;EXU;SECRETARIA MUNICIPAL DE SAUDE DE EXU/PE;Sim;;;;;
PE;260530;EXU;;Não;;;;;
PB;250610;FAGUNDES;SECRETARIA MUNICIPAL DE SAUDE DE  FAGUNDES/PB;Sim;;;;;
PB;250610;FAGUNDES;;Não;;;;;
CE;230430;FARIAS BRITO;SECRETARIA MUNICIPAL DE SAUDE DE FARIAS BRITO/CE;Sim;;;;;
CE;230430;FARIAS BRITO;;Não;;;;;
PI;220375;FARTURA DO PIAUÍ;;Não;;;;;
BA;291075;FATIMA;SECRETARIA MUNICIPAL DE SAUDE DE FATIMA/BA;Sim;;;;;
BA;291075;FÁTIMA;;Não;;;;;
BA;291077;FEIRA DA MATA;SECRETARIA MUNICIPAL DE SAUDE DE FEIRA DA MATA/BA;Sim;;;;;
BA;291077;FEIRA DA MATA;;Não;;;;;
BA;291080;FEIRA DE SANTANA;SECRETARIA MUNICIPAL DE SAUDE DE FEIRA DE SANTANA/BA;Sim;;;;;
BA;291080;FEIRA DE SANTANA;;Não;;;;;
AL;270260;FEIRA GRANDE;;Não;;;;;
PE;260540;FEIRA NOVA;SECRETARIA MUNICIPAL DE SAUDE DE FEIRA NOVA/PE;Sim;;;;;
PE;260540;FEIRA NOVA;;Não;;;;;
MA;210407;FEIRA NOVA DO MARANHÃO;;Não;;;;;
RN;240370;FELIPE GUERRA;;Não;;;;;
AL;270270;FELIZ DESERTO;;Não;;;;;
PE;260545;FERNANDO DE NORONHA;;Não;;;;;
MA;210408;FERNANDO FALCÃO;;Não;;;;;
RN;240375;FERNANDO PEDROZA;;Não;;;;;
PE;260550;FERREIROS;SECRETARIA MUNICIPAL DE SAUDE DE FERREIROS/PE;Sim;;;;;
PE;260550;FERREIROS;;Não;;;;;
BA;291085;FILADELFIA;SECRETARIA MUNICIPAL DE SAUDE DE FILADELFIA/BA;Sim;;;;;
BA;291085;FILADÉLFIA;;Não;;;;;
BA;291090;FIRMINO ALVES;;Não;;;;;
AL;270280;FLEXEIRAS;SECRETARIA MUNICIPAL DE SAUDE DE FLEXEIRAS/AL;Sim;;;;;
AL;270280;FLEXEIRAS;;Não;;;;;
RN;240380;FLORÂNIA;;Não;;;;;
PE;260560;FLORES;SECRETARIA MUNICIPAL DE SAUDE DE FLORES/PE;Sim;;;;;
PE;260560;FLORES;;Não;;;;;
PI;220380;FLORES DO PIAUÍ;;Não;;;;;
PE;260570;FLORESTA;SECRETARIA MUNICIPAL DE SAUDE DE FLORESTA/PE;Sim;;;;;
PE;260570;FLORESTA;;Não;;;;;
BA;291100;FLORESTA AZUL;SECRETARIA MUNICIPAL DE SAUDE DE FLORESTA AZUL/BA;Sim;;;;;
BA;291100;FLORESTA AZUL;;Não;;;;;
PI;220385;FLORESTA DO PIAUÍ;;Não;;;;;
PI;220390;FLORIANO;SECRETARIA MUNICIPAL DE SAUDE DE FLORIANO/PI;Sim;;;;;
PI;220390;FLORIANO;;Não;;;;;
MA;210409;FORMOSA DA SERRA NEGRA;SECRETARIA MUNICIPAL DE SAUDE DE FORMOSA DA SERRA NEGRA/MA;Sim;;;;;
MA;210409;FORMOSA DA SERRA NEGRA;;Não;;;;;
BA;291110;FORMOSA DO RIO PRETO;SECRETARIA MUNICIPAL DE SAUDE DE FORMOSA DO RIO PRETO/BA;Sim;;;;;
BA;291110;FORMOSA DO RIO PRETO;;Não;;;;;
CE;230435;FORQUILHA;;Não;;;;;
CE;230440;FORTALEZA;SECRETARIA MUNICIPAL DE SAUDE DE FORTALEZA/CE;Sim;;;;;
CE;230440;FORTALEZA;;Não;;;;;
MA;210410;FORTALEZA DOS NOGUEIRAS;SECRETARIA MUNICIPAL DE SAUDE DE FORTALEZA DOS NOGUEIRAS/MA;Sim;;;;;
MA;210410;FORTALEZA DOS NOGUEIRAS;;Não;;;;;
CE;230445;FORTIM;;Não;;;;;
MA;210420;FORTUNA;SECRETARIA MUNICIPAL DE SAUDE DE FORTUNA/MA;Sim;;;;;
MA;210420;FORTUNA;;Não;;;;;
PI;220400;FRANCINÓPOLIS;;Não;;;;;
PI;220410;FRANCISCO AYRES;;Não;;;;;
RN;240390;FRANCISCO DANTAS;;Não;;;;;
PI;220415;FRANCISCO MACEDO;;Não;;;;;
PI;220420;FRANCISCO SANTOS;;Não;;;;;
CE;230450;FRECHEIRINHA;SECRETARIA MUNICIPAL DE SAUDE DE FRECHEIRINHA/CE;Sim;;;;;
CE;230450;FRECHEIRINHA;;Não;;;;;
PB;250620;FREI MARTINHO;SECRETARIA MUNICIPAL DE SAUDE DE FREI MARTINHO/PB;Sim;;;;;
PB;250620;FREI MARTINHO;;Não;;;;;
PE;260580;FREI MIGUELINHO;SECRETARIA MUNICIPAL DE SAUDE DE FREI MIGUELINHO/PE;Sim;;;;;
PE;260580;FREI MIGUELINHO;;Não;;;;;
PI;220430;FRONTEIRAS;;Não;;;;;
RN;240400;FRUTUOSO GOMES;;Não;;;;;
PB;250625;GADO BRAVO;SECRETARIA MUNICIPAL DE SAUDE DE GADO BRAVO/PB;Sim;;;;;
PB;250625;GADO BRAVO;;Não;;;;;
RN;240410;GALINHOS;;Não;;;;;
PE;260590;GAMELEIRA;;Não;;;;;
BA;291120;GANDU;SECRETARIA MUNICIPAL DE SAUDE DE GANDU/BA;Sim;;;;;
BA;291120;GANDU;;Não;;;;;
PE;260600;GARANHUNS;;Não;;;;;
BA;291125;GAVIAO;SECRETARIA MUNICIPAL DE SAUDE DE GAVIAO/BA;Sim;;;;;
BA;291125;GAVIÃO;;Não;;;;;
PI;220435;GEMINIANO;;Não;;;;;
CE;230460;GENERAL SAMPAIO;;Não;;;;;
BA;291130;GENTIO DO OURO;;Não;;;;;
PI;220440;GILBUÉS;;Não;;;;;
AL;270290;GIRAU DO PONCIANO;SECRETARIA MUNICIPAL DE SAUDE DE GIRAL DO PONCIANO/AL;Sim;;;;;
AL;270290;GIRAU DO PONCIANO;;Não;;;;;
BA;291140;GLÓRIA;;Não;;;;;
PE;260610;GLORIA DO GOITA;SECRETARIA MUNICIPAL DE SAUDE DE GLORIA DO GOITA/PE;Sim;;;;;
PE;260610;GLÓRIA DO GOITÁ;;Não;;;;;
MA;210430;GODOFREDO VIANA;;Não;;;;;
PE;260620;GOIANA;SECRETARIA MUNICIPAL DE SAUDE DE GOIANA/PE;Sim;;;;;
PE;260620;GOIANA;;Não;;;;;
RN;240420;GOIANINHA;;Não;;;;;
MA;210440;GONCALVES DIAS;SECRETARIA MUNICIPAL DE SAUDE DE GONCALVES DIAS/MA;Sim;;;;;
MA;210440;GONÇALVES DIAS;;Não;;;;;
BA;291150;GONGOGI;;Não;;;;;
MA;210450;GOVERNADOR ARCHER;;Não;;;;;
RN;240430;GOVERNADOR DIX-SEPT ROSADO;;Não;;;;;
MA;210455;GOVERNADOR EDISON LOBAO;SECRETARIA MUNICIPAL DE SAUDE DE GOVERNADOR EDSON LOBAO/MA;Sim;;;;;
MA;210455;GOVERNADOR EDISON LOBÃO;;Não;;;;;
MA;210460;GOVERNADOR EUGÊNIO BARROS;;Não;;;;;
MA;210462;GOVERNADOR LUIZ ROCHA;;Não;;;;;
BA;291160;GOVERNADOR MANGABEIRA;SECRETARIA MUNICIPAL DE SAUDE DE GOVERNADOR MANGABEIRA/BA;Sim;;;;;
BA;291160;GOVERNADOR MANGABEIRA;;Não;;;;;
MA;210465;GOVERNADOR NEWTON BELLO;SECRETARIA MUNICIPAL DE SAUDE DE GOVERNADOR NEWTON BELLO/MA;Sim;;;;;
MA;210465;GOVERNADOR NEWTON BELLO;;Não;;;;;
MA;210467;GOVERNADOR NUNES FREIRE;SECRETARIA MUNICIPAL DE SAUDE DE GOVERNADOR NUNES FREIRE/MA;Sim;;;;;
MA;210467;GOVERNADOR NUNES FREIRE;;Não;;;;;
CE;230465;GRAÇA;;Não;;;;;
MA;210470;GRAÇA ARANHA;;Não;;;;;
MA;210480;GRAJAU;SECRETARIA MUNICIPAL DE SAUDE DE GRAJAU/MA;Sim;;;;;
MA;210480;GRAJAÚ;;Não;;;;;
PE;260630;GRANITO;SECRETARIA MUNICIPAL DE SAUDE DE GRANITO/PE;Sim;;;;;
PE;260630;GRANITO;;Não;;;;;
CE;230470;GRANJA;SECRETARIA MUNICIPAL DE SAUDE DE GRANJA/CE;Sim;;;;;
CE;230470;GRANJA;;Não;;;;;
CE;230480;GRANJEIRO;;Não;;;;;
PE;260640;GRAVATA;SECRETARIA MUNICIPAL DE SAUDE DE GRAVATA/PE;Sim;;;;;
PE;260640;GRAVATÁ;;Não;;;;;
CE;230490;GROAÍRAS;;Não;;;;;
RN;240440;GROSSOS;;Não;;;;;
PI;220450;GUADALUPE;SECRETARIA MUNICIPAL DE SAUDE DE GUADALUPE/PI;Sim;;;;;
PI;220450;GUADALUPE;;Não;;;;;
CE;230495;GUAIÚBA;;Não;;;;;
BA;291165;GUAJERU;SECRETARIA MUNICIPAL DE SAUDE DE GUAJERU/BA;Sim;;;;;
BA;291165;GUAJERU;;Não;;;;;
RN;240450;GUAMARÉ;;Não;;;;;
BA;291170;GUANAMBI;SECRETARIA MUNICIPAL DE SAUDE DE GUANAMBI/BA;Sim;;;;;
BA;291170;GUANAMBI;;Não;;;;;
PB;250630;GUARABIRA;SECRETARIA MUNICIPAL DE SAUDE DE GUARABIRA/PB;Sim;;;;;
PB;250630;GUARABIRA;;Não;;;;;
CE;230500;GUARACIABA DO NORTE;;Não;;;;;
CE;230510;GUARAMIRANGA;;Não;;;;;
BA;291180;GUARATINGA;SECRETARIA MUNICIPAL DE SAUDE DE GUARATINGA/BA;Sim;;;;;
BA;291180;GUARATINGA;;Não;;;;;
PI;220455;GUARIBAS;;Não;;;;;
MA;210490;GUIMARAES;SECRETARIA MUNICIPAL DE SAUDE DE GUIMARAES/MA;Sim;;;;;
MA;210490;GUIMARÃES;;Não;;;;;
PB;250640;GURINHEM;SECRETARIA MUNICIPAL DE SAUDE DE GURINHEM/PB;Sim;;;;;
PB;250640;GURINHÉM;;Não;;;;;
PB;250650;GURJÃO;;Não;;;;;
BA;291185;HELIOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE HELIOPOLIS/BA;Sim;;;;;
BA;291185;HELIÓPOLIS;;Não;;;;;
CE;230520;HIDROLANDIA;SECRETARIA MUNICIPAL DE SAUDE DE HIDROLANDIA/CE;Sim;;;;;
CE;230520;HIDROLÂNDIA;;Não;;;;;
CE;230523;HORIZONTE;SECRETARIA MUNICIPAL DE SAUDE DE HORIZONTE/CE;Sim;;;;;
CE;230523;HORIZONTE;;Não;;;;;
PI;220460;HUGO NAPOLEÃO;;Não;;;;;
MA;210500;HUMBERTO DE CAMPOS;;Não;;;;;
BA;291190;IACU;SECRETARIA MUNICIPAL DE SAUDE DE IACU/BA;Sim;;;;;
BA;291190;IAÇU;;Não;;;;;
PE;260650;IATI;SECRETARIA MUNICIPAL DE SAUDE DE IATI/PE;Sim;;;;;
PE;260650;IATI;;Não;;;;;
CE;230526;IBARETAMA;SECRETARIA MUNICIPAL DE SAUDE DE IBARETAMA/CE;Sim;;;;;
CE;230526;IBARETAMA;;Não;;;;;
AL;270300;IBATEGUARA;SECRETARIA MUNICIPAL DE SAUDE DE IBATEGUARA/AL;Sim;;;;;
AL;270300;IBATEGUARA;;Não;;;;;
CE;230530;IBIAPINA;SECRETARIA MUNICIPAL DE SAUDE DE IBIAPINA/CE;Sim;;;;;
CE;230530;IBIAPINA;;Não;;;;;
PB;250660;IBIARA;SECRETARIA MUNICIPAL DE SAUDE DE IBIARA/PB;Sim;;;;;
PB;250660;IBIARA;;Não;;;;;
BA;291200;IBIASSUCÊ;;Não;;;;;
BA;291210;IBICARAI;SECRETARIA MUNICIPAL DE SAUDE DE IBICARAI/BA;Sim;;;;;
BA;291210;IBICARAÍ;;Não;;;;;
BA;291220;IBICOARA;SECRETARIA MUNICIPAL DE SAUDE DE IBICOARA/BA;Sim;;;;;
BA;291220;IBICOARA;;Não;;;;;
BA;291230;IBICUI;SECRETARIA MUNICIPAL DE SAUDE DE IBICUI/BA;Sim;;;;;
BA;291230;IBICUÍ;;Não;;;;;
CE;230533;IBICUITINGA;SECRETARIA MUNICIPAL DE SAUDE DE IBICUITINGA/CE;Sim;;;;;
CE;230533;IBICUITINGA;;Não;;;;;
PE;260660;IBIMIRIM;SECRETARIA MUNICIPAL DE SAUDE DE IBIMIRIM/PE;Sim;;;;;
PE;260660;IBIMIRIM;;Não;;;;;
BA;291240;IBIPEBA;SECRETARIA MUNICIPAL DE SAUDE DE IBIPEBA/BA;Sim;;;;;
BA;291240;IBIPEBA;;Não;;;;;
BA;291250;IBIPITANGA;;Não;;;;;
BA;291260;IBIQUERA;SECRETARIA MUNICIPAL DE SAUDE DE IBIQUERA/BA;Sim;;;;;
BA;291260;IBIQUERA;;Não;;;;;
PE;260670;IBIRAJUBA;;Não;;;;;
BA;291270;IBIRAPITANGA;;Não;;;;;
BA;291280;IBIRAPUA;SECRETARIA MUNICIPAL DE SAUDE DE IBIRAPUA/BA;Sim;;;;;
BA;291280;IBIRAPUÃ;;Não;;;;;
BA;291290;IBIRATAIA;SECRETARIA MUNICIPAL DE SAUDE DE IBIRATAIA/BA;Sim;;;;;
BA;291290;IBIRATAIA;;Não;;;;;
BA;291300;IBITIARA;SECRETARIA MUNICIPAL DE SAUDE DE IBITIARA/BA;Sim;;;;;
BA;291300;IBITIARA;;Não;;;;;
BA;291310;IBITITA;SECRETARIA MUNICIPAL DE SAUDE DE IBITITA/BA;Sim;;;;;
BA;291310;IBITITÁ;;Não;;;;;
BA;291320;IBOTIRAMA;SECRETARIA MUNICIPAL DE SAUDE DE IBOTIRAMA/BA;Sim;;;;;
BA;291320;IBOTIRAMA;;Não;;;;;
CE;230535;ICAPUI;SECRETARIA MUNICIPAL DE SAUDE DE ICAPUI/CE;Sim;;;;;
CE;230535;ICAPUÍ;;Não;;;;;
MA;210510;ICATU;;Não;;;;;
BA;291330;ICHU;SECRETARIA MUNICIPAL DE SAUDE DE ICHU/BA;Sim;;;;;
BA;291330;ICHU;;Não;;;;;
CE;230540;ICO;SECRETARIA MUNICIPAL DE SAUDE DE ICO/CE;Sim;;;;;
CE;230540;ICÓ;;Não;;;;;
RN;240460;IELMO MARINHO;;Não;;;;;
AL;270310;IGACI;SECRETARIA MUNICIPAL DE SAUDE DE IGACI/AL;Sim;;;;;
AL;270310;IGACI;;Não;;;;;
BA;291340;IGAPORA;SECRETARIA MUNICIPAL DE SAUDE DE IGAPORA/BA;Sim;;;;;
BA;291340;IGAPORÃ;;Não;;;;;
PB;250260;IGARACY;SECRETARIA MUNICIPAL DE SAUDE DE IGARACY/PB;Sim;;;;;
PB;250260;IGARACY;;Não;;;;;
MA;210515;IGARAPE DO MEIO;SECRETARIA MUNICIPAL DE SAUDE DE IGARAPE DO MEIO/MA;Sim;;;;;
MA;210515;IGARAPÉ DO MEIO;;Não;;;;;
MA;210520;IGARAPE GRANDE;SECRETARIA MUNICIPAL DE SAUDE DE IGARAPE GRANDE/MS;Sim;;;;;
MA;210520;IGARAPÉ GRANDE;;Não;;;;;
PE;260680;IGARASSU;SECRETARIA MUNICIPAL DE SAUDE DE IGARASSU/PE;Sim;;;;;
PE;260680;IGARASSU;;Não;;;;;
BA;291345;IGRAPIUNA;SECRETARIA MUNICIPAL DE SAUDE DE IGRAPIUNA/BA;Sim;;;;;
BA;291345;IGRAPIÚNA;;Não;;;;;
AL;270320;IGREJA NOVA;SECRETARIA MUNICIPAL DE SAUDE DE IGREJA NOVA/AL;Sim;;;;;
AL;270320;IGREJA NOVA;;Não;;;;;
BA;291350;IGUAI;SECRETARIA MUNICIPAL DE SAUDE DE IGUAI/BA;Sim;;;;;
BA;291350;IGUAÍ;;Não;;;;;
PE;260690;IGUARACI;;Não;;;;;
CE;230550;IGUATU;SECRETARIA MUNICIPAL DE SAUDE DE IGUATU/CE;Sim;;;;;
CE;230550;IGUATU;;Não;;;;;
PE;260760;ILHA DE ITAMARACÁ;;Não;;;;;
PI;220465;ILHA GRANDE;;Não;;;;;
BA;291360;ILHEUS;SECRETARIA MUNICIPAL DE SAUDE DE ILHEUS/BA;Sim;;;;;
BA;291360;ILHÉUS;;Não;;;;;
PB;250670;IMACULADA;;Não;;;;;
MA;210530;IMPERATRIZ;SECRETARIA MUNICIPAL DE SAUDE DE IMPERATRIZ/MA;Sim;;;;;
MA;210530;IMPERATRIZ;;Não;;;;;
PE;260700;INAJA;SECRETARIA MUNICIPAL DE SAUDE DE INAJA/PE;Sim;;;;;
PE;260700;INAJÁ;;Não;;;;;
CE;230560;INDEPENDENCIA;SECRETARIA MUNICIPAL DE SAUDE DE INDEPENDENCIA/CE;Sim;;;;;
CE;230560;INDEPENDÊNCIA;;Não;;;;;
PB;250680;INGA;SECRETARIA MUNICIPAL DE SAUDE DE INGA/PB;Sim;;;;;
PB;250680;INGÁ;;Não;;;;;
PE;260710;INGAZEIRA;;Não;;;;;
BA;291370;INHAMBUPE;SECRETARIA MUNICIPAL DE SAUDE DE INHAMBUPE/BA;Sim;;;;;
BA;291370;INHAMBUPE;;Não;;;;;
AL;270330;INHAPI;SECRETARIA MUNICIPAL DE SAUDE DE INHAPI/AL;Sim;;;;;
AL;270330;INHAPI;;Não;;;;;
PI;220470;INHUMA;;Não;;;;;
RN;240470;IPANGUAÇU;;Não;;;;;
CE;230565;IPAPORANGA;SECRETARIA MUNICIPAL DE SAUDE DE IPAPORANGA/CE;Sim;;;;;
CE;230565;IPAPORANGA;;Não;;;;;
CE;230570;IPAUMIRIM;SECRETARIA MUNICIPAL DE SAUDE DE IPAUMIRIM/CE;Sim;;;;;
CE;230570;IPAUMIRIM;;Não;;;;;
BA;291380;IPECAETA;SECRETARIA MUNICIPAL DE SAUDE DE IPECAETA/BA;Sim;;;;;
BA;291380;IPECAETÁ;;Não;;;;;
BA;291390;IPIAU;SECRETARIA MUNICIPAL DE SAUDE DE IPIAU/BA;Sim;;;;;
BA;291390;IPIAÚ;;Não;;;;;
